p1';ees
p2';a
p3';d'
p4';fis'
p5';a'
p6';d''
p7';fis''
p8';a''
p9';d'''
p10';fis'''
p1;f
p2;e
p3;a
p4;cis'
p5;e'
p6;a'
p7;cis''
p8;e''
p9;a''
p10;cis'''
p11;e'''
t1';c
t2';cis
t3';e'
t4';g'
t5';b'
t6';cis''
t7';e''
t8';g''
t9';b''
t10';cis'''
t1;ees
t2;gis
t3;b
t4;d'
t5;fis'
t6;gis'
t7;b'
t8;d''
t9;fis''
t10;gis''
t11;b''
